0	3210	112	122	270	238	435	1359	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
1	3210	110	124	270	238	435	1358	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
2	3210	109	124	270	238	435	1359	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
3	3210	108	122	270	238	435	1358	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
4	3210	109	123	270	238	435	1358	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
5	3211	110	124	270	238	435	1358	1496	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
6	3210	111	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
7	3210	111	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
8	3210	110	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
9	3210	109	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
10	3210	111	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
11	3210	110	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
12	3210	110	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
13	3210	110	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
14	3210	111	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
15	3210	110	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
16	3210	111	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
17	3210	112	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
18	3210	112	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
19	3210	110	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
20	3210	110	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
21	3210	110	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
22	3210	110	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
23	3210	109	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
24	3210	110	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
25	3210	109	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
26	3210	111	123	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
27	3210	110	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
28	3210	110	122	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
29	3210	109	121	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
30	3210	111	124	270	238	435	1358	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
31	3210	111	124	270	238	435	1357	1495	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
32	3210	111	123	270	238	435	1358	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
33	3210	110	124	270	238	435	1358	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
34	3210	109	123	270	238	435	1358	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
35	3210	109	124	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
36	3210	112	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
37	3211	109	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
38	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
39	3210	112	124	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
40	3210	111	122	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
41	3211	111	124	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
42	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
43	3211	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
44	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
45	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
46	3210	112	121	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
47	3211	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
48	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
49	3210	112	124	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
50	3210	110	124	270	238	434	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
51	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
52	3210	111	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
53	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
54	3210	111	124	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
55	3210	110	123	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
56	3210	110	122	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
57	3210	111	122	270	238	435	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
58	3210	109	121	270	238	434	1357	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
59	3210	111	123	270	238	434	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
60	3210	109	124	270	238	434	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
61	3210	110	124	270	238	434	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
62	3210	110	123	270	238	434	1357	1494	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
63	3210	111	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
64	3210	111	122	270	238	434	1357	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
65	3210	109	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
66	3210	111	123	270	238	434	1357	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
67	3210	109	125	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
68	3210	111	122	270	238	434	1357	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
69	3210	110	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
70	3210	110	121	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
71	3210	111	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
72	3210	110	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
73	3210	111	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
74	3210	110	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
75	3210	110	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
76	3210	109	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
77	3210	110	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
78	3210	109	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
79	3210	110	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
80	3210	110	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
81	3210	110	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
82	3210	109	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
83	3210	111	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
84	3210	111	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
85	3210	108	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
86	3210	111	123	270	238	434	1356	1492	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
87	3210	110	122	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
88	3210	109	123	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
89	3210	109	123	270	238	434	1356	1492	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
90	3210	110	124	270	238	434	1356	1493	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
91	3210	110	123	270	238	434	1356	1492	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
92	3210	111	123	270	238	434	1356	1492	-9.731254	0.392691	-1.118270	0.002055	0.006296	0.004220	
