0,3210,111,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
1,3210,111,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
2,3210,113,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
3,3210,112,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
4,3210,111,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
5,3210,111,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
6,3211,111,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
7,3210,112,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
8,3210,111,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
9,3210,110,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
10,3210,110,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
11,3210,111,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
12,3210,111,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
13,3210,110,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
14,3210,112,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
15,3210,110,125,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
16,3210,110,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
17,3210,110,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
18,3211,111,123,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
19,3210,111,124,268,236,426,1370,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
20,3210,113,126,268,236,426,1369,1501,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
21,3210,111,123,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
22,3210,110,123,268,236,426,1370,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
23,3210,111,125,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
24,3210,111,125,268,236,426,1370,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
25,3210,110,123,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
26,3210,110,126,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
27,3210,110,124,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
28,3210,110,122,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
29,3210,112,124,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
30,3210,113,123,268,236,426,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
31,3210,111,125,268,236,425,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
32,3210,112,124,268,236,425,1369,1500,-9.723399,0.388353,-1.108536,-0.011396,0.000521,-0.005172
