0	3210	111	124	341	303	558	1720	1905	
1	3210	109	123	341	303	558	1720	1905	
2	3210	110	122	341	303	558	1720	1905	
3	3210	111	124	341	303	558	1720	1905	
4	3210	111	123	341	303	558	1720	1905	
5	3211	111	124	341	303	558	1720	1905	
6	3210	112	124	341	303	558	1720	1905	
7	3210	110	123	341	303	558	1719	1905	
8	3210	111	124	341	303	558	1720	1905	
9	3210	110	122	341	303	558	1720	1904	
10	3210	111	122	341	303	558	1719	1905	
11	3210	109	123	341	303	558	1719	1904	
12	3210	110	123	341	303	558	1720	1904	
13	3210	109	123	341	303	558	1719	1904	
14	3210	111	123	341	303	558	1719	1904	
15	3210	110	124	341	303	558	1719	1904	
16	3210	111	122	341	303	558	1719	1904	
17	3210	110	123	341	303	557	1719	1904	
18	3210	110	123	341	303	557	1719	1904	
19	3210	110	123	341	303	557	1719	1904	
20	3210	112	124	341	303	558	1719	1904	
21	3210	111	124	341	303	557	1719	1904	
22	3211	110	124	341	303	557	1719	1904	
23	3210	111	122	341	303	557	1719	1904	
24	3210	110	123	341	303	557	1719	1904	
25	3210	111	124	341	303	557	1719	1904	
26	3210	110	122	341	303	557	1719	1903	
27	3210	112	122	341	303	557	1719	1904	
28	3210	111	122	341	303	557	1719	1903	
29	3210	111	124	341	303	557	1719	1903	
30	3210	111	123	341	303	557	1718	1904	
31	3210	113	122	341	303	557	1719	1903	
32	3210	110	123	341	303	557	1719	1903	
33	3210	111	123	341	303	557	1718	1904	
34	3210	110	123	341	303	557	1718	1904	
35	3210	112	121	341	303	557	1718	1903	
36	3210	111	123	341	303	557	1718	1903	
37	3210	109	123	341	303	557	1719	1903	
38	3210	110	124	341	303	557	1718	1903	
39	3210	111	123	341	303	557	1718	1903	
40	3210	110	125	341	303	557	1719	1903	
41	3210	109	123	341	303	557	1718	1903	
42	3210	109	123	341	303	557	1718	1903	
43	3210	111	123	341	303	557	1718	1903	
44	3210	110	123	341	303	557	1718	1903	
45	3210	111	124	341	303	557	1718	1903	
46	3210	111	123	341	303	557	1718	1903	
47	3210	112	123	341	302	557	1718	1903	
48	3210	110	122	341	303	557	1718	1903	
49	3210	111	124	341	302	557	1718	1903	
50	3210	110	123	341	302	557	1718	1902	
51	3210	110	123	341	302	557	1718	1903	
52	3210	111	122	341	302	557	1718	1902	
53	3210	112	123	341	302	557	1718	1902	
54	3210	109	124	341	302	557	1718	1902	
55	3210	110	123	341	302	557	1718	1902	
56	3210	109	122	341	302	557	1717	1902	
57	3210	109	123	341	302	557	1718	1902	
58	3210	110	124	341	302	557	1717	1902	
59	3210	111	123	341	302	557	1717	1902	
60	3210	110	122	341	302	557	1717	1902	
61	3210	109	123	341	302	557	1717	1902	
62	3210	111	123	341	302	557	1717	1902	
63	3210	109	123	341	302	557	1717	1902	
64	3210	109	124	341	302	557	1717	1902	
65	3210	109	123	341	302	557	1717	1902	
66	3210	111	124	341	302	557	1717	1902	
67	3210	111	123	341	302	557	1717	1902	
68	3210	111	122	341	302	557	1717	1902	
69	3210	113	123	341	302	557	1717	1902	
70	3210	112	123	341	302	557	1717	1902	
71	3210	109	123	341	302	557	1717	1902	
72	3210	111	123	341	302	557	1717	1902	
73	3210	110	123	341	302	557	1717	1902	
74	3211	111	123	341	302	557	1717	1902	
75	3210	111	122	341	302	557	1717	1902	
76	3210	111	124	341	302	557	1717	1901	
77	3211	111	122	341	302	557	1717	1901	
78	3210	112	125	341	302	557	1717	1901	
79	3210	110	123	341	302	557	1717	1901	
80	3210	111	123	341	302	557	1716	1901	
81	3210	109	124	341	302	557	1717	1901	
82	3211	111	123	340	302	557	1717	1901	
83	3210	111	124	341	302	557	1717	1901	
84	3211	111	123	340	302	557	1716	1901	
85	3210	110	121	341	302	557	1717	1901	
86	3210	112	123	341	302	557	1716	1901	
87	3210	110	124	341	302	557	1716	1901	
88	3210	111	123	340	302	557	1716	1901	
89	3210	112	123	341	302	557	1716	1901	
90	3210	110	121	340	302	557	1716	1901	
91	3210	111	123	340	302	556	1716	1901	
92	3211	111	125	340	302	557	1716	1901	
93	3210	110	122	340	302	556	1716	1901	
94	3210	110	122	340	302	557	1716	1900	
95	3210	110	122	341	302	556	1716	1901	
96	3210	110	123	340	302	556	1716	1900	
97	3210	110	122	340	302	556	1716	1901	
98	3210	111	124	340	302	556	1716	1901	
99	3210	111	124	340	302	556	1716	1900	
100	3210	111	124	340	302	556	1716	1900	
101	3210	110	124	340	302	556	1716	1900	
102	3210	110	124	340	302	556	1716	1900	
103	3210	111	122	340	302	556	1716	1900	
104	3210	110	123	340	302	556	1716	1900	
105	3210	110	123	340	302	556	1716	1900	
106	3210	109	122	340	302	556	1716	1900	
107	3210	111	122	340	302	556	1716	1900	
108	3210	110	123	340	302	556	1716	1900	
109	3210	109	123	340	302	556	1715	1900	
110	3210	112	124	340	302	556	1715	1900	
111	3210	111	122	340	302	556	1715	1900	
112	3210	110	122	340	302	556	1715	1900	
113	3210	109	122	340	302	556	1715	1900	
114	3210	110	123	340	302	556	1715	1900	
115	3211	110	123	340	302	556	1715	1900	
116	3210	109	123	340	302	556	1715	1900	
117	3210	111	123	340	302	556	1715	1900	
