0,2113,2346,2229,3100,2397,2132,1771,1562,2222,1910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6676.000000
1,2113,2346,2229,3101,2399,2134,1771,1563,2223,1911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6730.000000
2,2116,2353,2224,3106,2471,2134,1762,1563,2215,1912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6782.000000
3,1929,2408,2225,3104,2705,2136,1736,1564,2211,1911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6835.000000
4,1821,2414,2226,3104,2809,2197,1775,1564,2263,1908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6888.000000
5,1880,2340,2227,3105,2670,2237,1775,1563,2298,1908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6941.000000
6,1973,2318,2227,3109,2514,2187,1774,1564,2229,1911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6993.000000
7,1974,2343,2227,3108,2445,2092,1775,1564,2161,1911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7046.000000
8,1990,2350,2228,3112,2386,2068,1775,1563,2206,1897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7098.000000
9,2010,2347,2228,3111,2368,2091,1774,1564,2224,1898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7151.000000
10,2022,2343,2226,3110,2364,2104,1774,1564,2203,1896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7204.000000
11,2055,2342,2226,3112,2371,2112,1774,1564,2213,1896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7257.000000
12,2096,2343,2225,3112,2376,2120,1774,1563,2216,1897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7309.000000
13,2126,2347,2225,3111,2405,2131,1775,1563,2217,1897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7362.000000
14,2148,2349,2228,3109,2439,2135,1698,1566,2252,1921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7415.000000
15,2147,2350,2229,3107,2466,2118,1671,1564,2286,1922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7467.000000
16,2140,2346,2226,3104,2476,2107,1695,1563,2267,1920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7520.000000
