0,2112,2364,2326,3033,2417,2113,1768,1590,2246,1881,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1.000000
1,2120,2371,2334,3043,2426,2120,1773,1595,2251,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,54.000000
2,2114,2372,2326,3041,2477,2119,1772,1594,2251,1885,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,107.000000
3,1916,2409,2327,3044,2733,2118,1756,1594,2243,1888,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,160.000000
4,1761,2422,2321,3042,2899,2174,1779,1595,2282,1889,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,212.000000
5,1778,2387,2323,3045,2854,2204,1756,1595,2338,1888,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,264.000000
6,1872,2357,2327,3047,2632,2167,1761,1595,2313,1888,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,317.000000
7,1884,2358,2330,3046,2553,2062,1777,1594,2238,1888,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,369.000000
8,1894,2353,2329,3042,2494,2031,1750,1592,2188,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,422.000000
9,1902,2356,2332,3045,2480,2051,1724,1595,2199,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,474.000000
10,1909,2355,2330,3043,2480,2068,1722,1594,2223,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,527.000000
11,1944,2357,2331,3044,2479,2084,1760,1594,2227,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,580.000000
12,1981,2357,2330,3045,2478,2099,1760,1595,2255,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,632.000000
13,2019,2357,2331,3044,2505,2112,1760,1595,2255,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,685.000000
14,2052,2358,2331,3045,2538,2127,1760,1595,2255,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,737.000000
15,2078,2357,2331,3045,2567,2136,1760,1594,2271,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,790.000000
16,2098,2356,2330,3044,2581,2135,1760,1593,2277,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,842.000000
17,2113,2357,2333,3044,2589,2135,1760,1594,2262,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,895.000000
18,2117,2357,2334,3045,2591,2135,1760,1595,2242,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,947.000000
19,2113,2358,2334,3048,2571,2135,1760,1594,2255,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1000.000000
20,2108,2357,2332,3044,2554,2129,1759,1594,2267,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1053.000000
21,2106,2357,2333,3044,2501,2120,1760,1594,2259,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1105.000000
22,2105,2356,2332,3043,2436,2113,1761,1595,2253,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1158.000000
23,2102,2352,2329,3040,2399,2108,1759,1592,2247,1884,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1210.000000
24,2106,2357,2333,3044,2379,2109,1761,1595,2248,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1262.000000
25,2106,2356,2332,3045,2374,2101,1761,1595,2241,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1315.000000
26,2106,2357,2332,3045,2375,2103,1761,1595,2242,1887,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1368.000000
27,2105,2356,2332,3043,2402,2108,1760,1594,2237,1886,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1420.000000
28,2100,2349,2325,3035,2433,2108,1756,1590,2234,1882,2.000000,2.000000,0.000000,0.000000,-4.000000,-4.000000,2.000000,2.000000,0.000000,0.000000,1483.000000
